bridge,54.8598,33.0166,9999,9999,8.9676,-33.5934,-63.2506,9999,9999,9999,9999,32.1051,14.5333,9999,9999,-30.5872,-57.6515,41.6003,9999,9999,9999,9999
bridge,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
bridge,-87.4883,-38.9467,32.8427,93.5923,9999,9999,9999,9999,9999,9999,9999,9.1664,-5.411,0.091912,-3.8473,9999,9999,9999,9999,9999,9999,9999
bridge,-140.2714,-107.9045,9999,9999,9999,9999,-23.9042,65.4627,76.341,56.3595,73.917,-8.8671,-25.8142,9999,9999,9999,9999,28.4441,49.1976,-44.1205,38.9266,-37.7665
bridge,171.6807,72.9843,9999,9999,-56.6202,-167.9182,-20.1266,9999,9999,9999,9999,25.9029,2.1167,9999,9999,-38.3855,-28.2247,38.5907,9999,9999,9999,9999
bridge,9999,9999,9999,9999,9999,9999,3.6361,32.0321,9.9475,-10.497,-35.1187,9999,9999,9999,9999,9999,9999,145.7761,62.9591,-88.3465,39.9841,-160.3728
bridge,136.6535,102.4818,9999,9999,50.0713,1.077,13.2499,-71.3122,-75.4063,-75.1922,-81.6227,-0.69454,-17.0333,9999,9999,-30.2677,-34.1578,28.1073,56.1321,-26.3847,56.8958,-32.5972
bridge,9999,-53.0495,9999,9999,9999,9999,19.5269,9999,9999,2.3485,31.1741,9999,110.1317,9999,9999,9999,9999,41.3372,9999,9999,-36.9011,-114.5678
bridge,143.5978,109.9308,9999,9999,63.1283,-6.7079,19.0741,-67.6511,-100.6948,-69.0485,-91.6286,-0.69997,-14.0595,9999,9999,-38.7134,-46.9215,27.7143,67.42,-24.1513,66.0671,-36.6557
bridge,9999,99.3766,9999,9999,114.8262,131.8663,-0.12851,-76.7742,-88.4941,-82.0827,-98.5897,9999,90.9919,9999,9999,35.6503,-39.9338,100.9283,9.0642,-83.5535,7.953,-121.1003
bridge,-301.6337,-195.2017,15.4073,205.3935,9999,9999,-109.7034,86.3039,286.3473,13.0867,9999,55.329,-1.6848,-94.0774,-126.0841,9999,9999,50.1808,-29.8204,-48.2391,194.396,9999
bridge,0.11045,12.2418,-32.4909,-59.5356,49.4691,33.2809,-3.0758,9999,9999,9999,9999,64.0874,22.4593,17.0513,32.3738,-34.3203,-25.291,-76.3605,9999,9999,9999,9999
bridge,102.7869,60.2136,9999,9999,-16.5288,-89.7599,-27.9786,-28.7332,9999,9999,9999,13.085,-7.9201,9999,9999,-38.1832,-44.2816,39.2195,38.0804,9999,9999,9999
bridge,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
bridge,128.1087,84.8718,46.7647,25.5088,25.341,25.1586,-15.0984,-60.2623,-95.9389,-60.4257,-104.0284,-10.6082,-20.1055,-6.9595,21.5276,-38.9824,17.8361,-17.668,60.694,-27.3156,57.1476,-35.5659
bridge,68.745,21.4801,158.7187,208.8025,9999,9999,-75.6746,98.4486,199.0401,-343.3609,-336.1995,28.9759,191.1638,33.7014,-196.9826,9999,9999,214.8481,74.0002,-167.2453,53.9802,-232.4416
bridge,172.9609,117.2476,64.7632,9999,9999,9999,27.7682,-83.0358,-105.9225,-92.3281,-101.4535,-48.3757,-26.8477,11.8466,9999,9999,9999,17.8,71.7257,-48.4093,76.3546,-54.0941
bridge,108.9977,53.7041,76.86,115.5998,-48.0299,-39.6346,-46.1432,-39.5317,-72.9369,-36.8918,-71.9934,-15.4529,37.1599,23.2659,3.9943,42.817,-18.2868,42.6838,-23.8742,-41.8162,-21.1214,-29.3694
bridge,33.4218,34.8614,-26.553,-41.7302,9999,9999,9999,9999,9999,9999,9999,33.4278,44.9961,7.416,-85.8398,9999,9999,9999,9999,9999,9999,9999
bridge,9999,24.6964,9999,9999,2.7597,-27.4561,9999,9999,9999,9999,9999,9999,90.5159,9999,9999,21.9391,-112.455,9999,9999,9999,9999,9999
bridge,-169.6925,-121.8696,-26.2574,53.5758,9999,9999,-51.3004,9999,9999,114.4551,201.089,-23.8089,-16.4943,-49.8372,-78.3066,9999,9999,54.3577,9999,9999,61.0946,52.9947
bridge,9999,-74.9574,9999,9999,-3.9737,78.9311,9999,9999,9999,9999,9999,9999,10.8511,9999,9999,-1.204,-9.6471,9999,9999,9999,9999,9999
bridge,-565.1104,-267.863,-217.8459,742.0646,9999,9999,-218.9766,-224.8278,752.5591,9999,9999,177.5668,32.6701,-65.0565,-103.5536,9999,9999,119.9061,-54.5508,-106.9822,9999,9999
bridge,129.0097,92.458,9999,9999,24.6545,-46.0553,24.021,-98.5859,-104.3134,-21.1886,9999,-11.1692,-26.6948,9999,9999,-61.0887,-62.9982,46.2187,80.2798,-21.9106,57.363,9999
bridge,-69.5886,-34.9462,32.746,71.7888,9999,9999,9999,9999,9999,9999,9999,15.9928,-4.3817,-28.9127,17.3015,9999,9999,9999,9999,9999,9999,9999
bridge,94.7851,51.5205,9999,9999,-22.7966,-81.2178,-42.2911,9999,9999,9999,9999,15.1475,-1.8102,9999,9999,-24.1546,-22.0045,32.8218,9999,9999,9999,9999
bridge,9999,64.5541,9999,9999,-7.3254,-57.2287,9999,9999,9999,9999,9999,9999,1.592,9999,9999,-2.5726,0.98056,9999,9999,9999,9999,9999
bridge,154.3374,113.2532,9999,9999,46.8976,-6.0531,29.29,-75.0053,-94.8737,-73.6434,-94.2025,-3.5776,-21.5721,9999,9999,-34.4122,-30.4415,32.7434,65.026,-33.0778,59.7147,-34.4029
